Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Cotton(lint),Kharif     ,Maharashtra,2839500.0,Black Soil,low,High,High,High,2867.138087,564.1
Groundnut,Kharif     ,Maharashtra,346600.0,Red/Yellow Soil,high,Average,Medium,Medium,2784.78895,488.6
Groundnut,Summer     ,Maharashtra,69400.0,Red/Yellow Soil,low,Low,Low,Low,2657.199687,955.4
Ragi,Kharif     ,Maharashtra,144600.0,Alluvial Soil,high,Average,Medium,High,2527.82292,635.8
Rice,Kharif     ,Maharashtra,1488200.0,Alluvial Soil,high,High,High,High,2350.890793,705.0
Rice,Summer     ,Maharashtra,20500.0,Alluvial Soil,high,High,Medium,High,2214.052749,401.3
Sugarcane,Whole Year ,Maharashtra,326900.0,Red/Yellow Soil,low,Low,Low,Medium,2608.898711,758.4
Wheat,Rabi       ,Maharashtra,755700.0,Alluvial Soil,low,Low,High,High,2147.910882,443.7
Cotton(lint),Kharif     ,Nagaland,1500.0,Black Soil,high,Low,Medium,High,2201.823721,298.8
Groundnut,Kharif     ,Nagaland,5540.0,Red/Yellow Soil,high,Low,Medium,Medium,2845.873977,298.5
Potato,Whole Year ,Nagaland,13750.0,Alluvial Soil,high,Average,Low,Low,3070.194713,92.7
Rice,Kharif     ,Nagaland,153000.0,Alluvial Soil,low,Low,High,Medium,2617.988541,752.3
Rice,Rabi       ,Nagaland,1000.0,Alluvial Soil,low,Low,High,High,2831.937146,498.2
Sugarcane,Rabi       ,Nagaland,210.0,Alluvial Soil,low,Average,High,Medium,2426.245505,407.9
Sugarcane,Whole Year ,Nagaland,2770.0,Alluvial Soil,high,Average,Medium,Low,2098.697744,218.7
Wheat,Rabi       ,Nagaland,8200.0,Laterile Soil,high,Average,Low,Low,2683.651486,600.7
Cotton(lint),Kharif     ,Punjab,509000.0,Black Soil,low,Low,Low,High,2670.786797,312.7
Groundnut,Kharif     ,Punjab,4300.0,Laterile Soil,low,Low,Medium,High,2521.500566,872.8
Rice,Kharif     ,Punjab,2800000.0,Alluvial Soil,high,High,Low,High,2427.287363,374.1
Sugarcane,Whole Year ,Punjab,86000.0,Red/Yellow Soil,high,Average,Medium,High,2788.663174,374.4
Wheat,Rabi       ,Punjab,3482000.0,Red/Yellow Soil,high,Average,Medium,Low,2204.28009,600.2
Cotton(lint),Kharif     ,Tripura,1045.0,Black Soil,low,High,Low,High,2267.865826,566.9
Groundnut,Kharif     ,Tripura,442.0,Red/Yellow Soil,high,Average,Low,High,2197.568048,380.7
Groundnut,Rabi       ,Tripura,197.0,Alluvial Soil,low,High,Medium,High,2525.491889,286.1
Rice,Kharif     ,Tripura,256076.0,Alluvial Soil,low,High,Medium,High,2173.632096,510.2
Sugarcane,Whole Year ,Tripura,1030.0,Alluvial Soil,high,Low,High,Medium,2294.727346,308.1
Wheat,Rabi       ,Tripura,944.0,Alluvial Soil,low,Low,Medium,Low,2288.273331,686.2
Groundnut,Kharif     ,Uttarakhand,1624.0,Alluvial Soil,low,Average,Low,Low,2421.8175,482.2
Onion,Whole Year ,Uttarakhand,2045.0,Alluvial Soil,low,High,Medium,Medium,2053.787666,631.6
Potato,Whole Year ,Uttarakhand,14104.0,Laterile Soil,high,Average,Low,Medium,2526.161498,701.8
Ragi,Kharif     ,Uttarakhand,131003.0,Laterile Soil,high,Low,Low,High,2874.191095,890.7
Rice,Kharif     ,Uttarakhand,281464.0,Alluvial Soil,high,High,High,Medium,2540.647412,607.9
Rice,Summer     ,Uttarakhand,7511.0,Alluvial Soil,high,Low,Medium,Low,2962.396343,596.9
Sugarcane,Whole Year ,Uttarakhand,106267.0,Red/Yellow Soil,high,Low,High,Low,2900.199456,1119.9
Wheat,Rabi       ,Uttarakhand,387103.0,Red/Yellow Soil,low,Low,High,High,2733.320514,742.5
Onion,Rabi       ,Jharkhand,1360.19,Laterile Soil,low,Average,Low,Low,2522.405753,323.8
Potato,Rabi       ,Jharkhand,8320.97,Red/Yellow Soil,high,Average,Medium,Low,2506.750116,681.8
Potato,Winter     ,Jharkhand,10356.41,Laterile Soil,high,Average,Medium,High,2729.139932,383.9
Ragi,Autumn     ,Jharkhand,29029.16,Red/Yellow Soil,low,Average,Low,Medium,2382.498817,441.7
Rice,Autumn     ,Jharkhand,153608.9,Alluvial Soil,low,Average,Low,High,1935.243775,2792.9
Rice,Winter     ,Jharkhand,980642.41,Alluvial Soil,low,Average,High,Medium,2647.601216,2673.9
Sugarcane,Whole Year ,Jharkhand,542.97,Red/Yellow Soil,high,Average,High,Medium,2160.679411,3084.3
Wheat,Rabi       ,Jharkhand,57905.58,Laterile Soil,high,Average,High,Medium,2211.357632,2393.7
Cotton(lint),Kharif     ,West Bengal,959.0,Black Soil,low,High,High,High,2500.067184,1682.8
Groundnut,Whole Year ,West Bengal,46467.0,Red/Yellow Soil,low,Low,High,Low,2471.462537,2418.9
Potato,Whole Year ,West Bengal,320552.0,Alluvial Soil,high,Average,Medium,Low,2076.377318,2766.6
Ragi,Kharif     ,West Bengal,12358.0,Red/Yellow Soil,low,Average,Low,Low,2549.647469,2735.5
Rice,Autumn     ,West Bengal,320822.0,Alluvial Soil,low,Average,Low,High,2789.841898,2860.5
Rice,Summer     ,West Bengal,1376387.0,Alluvial Soil,high,High,High,Medium,2161.497529,2544.0
Rice,Winter     ,West Bengal,4086404.0,Alluvial Soil,high,Low,High,Low,2881.744999,2134.7
Sugarcane,Whole Year ,West Bengal,15647.0,Red/Yellow Soil,low,Low,Medium,Medium,2031.948752,2793.3
Wheat,Rabi       ,West Bengal,400093.0,Alluvial Soil,low,Average,High,Medium,3135.197243,2617.4
Banana,Whole Year ,Bihar,15596.0,Red/Yellow Soil,high,Average,Low,Low,2376.621871,3464.6
Groundnut,Kharif     ,Bihar,911.0,Red/Yellow Soil,low,Average,Low,Medium,2543.685099,2525.8
Onion,Whole Year ,Bihar,18401.0,Alluvial Soil,low,Low,Low,Low,1932.389928,3402.6
Potato,Whole Year ,Bihar,140539.0,Red/Yellow Soil,low,High,Low,High,2481.35918,3430.9
Ragi,Kharif     ,Bihar,14237.0,Alluvial Soil,low,Low,Medium,Medium,2568.544653,1867.3
Rice,Autumn     ,Bihar,533233.0,Alluvial Soil,high,High,High,High,2474.151369,2851.7
Rice,Summer     ,Bihar,113251.0,Alluvial Soil,low,Low,High,Medium,2331.075677,1924.1
Rice,Winter     ,Bihar,2604752.0,Alluvial Soil,low,High,Medium,Medium,2216.030644,2899.2
Sugarcane,Whole Year ,Bihar,101243.0,Alluvial Soil,low,Average,High,Medium,2839.157986,2817.5
Wheat,Rabi       ,Bihar,2001771.0,Laterile Soil,high,High,High,Medium,2509.24214,2770.5
Cotton(lint),Kharif     ,Chhattisgarh,248.0,Black Soil,low,Average,High,Medium,2962.225713,2444.3
Groundnut,Kharif     ,Chhattisgarh,32816.0,Red/Yellow Soil,low,Average,High,High,2342.055294,2305.1
Onion,Whole Year ,Chhattisgarh,4534.0,Alluvial Soil,low,High,Low,High,2369.561592,3165.9
Potato,Whole Year ,Chhattisgarh,10614.0,Laterile Soil,low,High,Low,Low,2744.678273,2747.0
Rice,Kharif     ,Chhattisgarh,3854352.0,Alluvial Soil,high,High,Low,High,2013.107511,3172.4
Sugarcane,Whole Year ,Chhattisgarh,7422.0,Alluvial Soil,low,High,High,High,2135.960992,2509.4
Wheat,Rabi       ,Chhattisgarh,97074.0,Red/Yellow Soil,low,Average,Medium,Low,2829.245491,2845.7
Potato,Whole Year ,Delhi,53.0,Red/Yellow Soil,low,Low,High,Low,2148.419821,3999.3
Rice,Kharif     ,Delhi,7506.0,Alluvial Soil,high,Low,Medium,High,1954.284695,2962.9
Sugarcane,Whole Year ,Delhi,4.0,Alluvial Soil,high,Average,Low,High,3060.558156,3343.4
Wheat,Rabi       ,Delhi,18279.0,Red/Yellow Soil,low,Average,High,Medium,2081.854706,3272.3
Banana,Whole Year ,Gujarat,30700.0,Laterile Soil,low,Average,High,High,2555.235819,2542.7
Cotton(lint),Kharif     ,Gujarat,2010800.0,Black Soil,low,Low,Medium,Medium,2520.725558,2783.4
Groundnut,Kharif     ,Gujarat,1851900.0,Alluvial Soil,high,High,Medium,Low,1656.811505,3192.0
Groundnut,Summer     ,Gujarat,90100.0,Alluvial Soil,low,High,Low,Low,2419.804893,3495.5
Onion,Whole Year ,Gujarat,73300.0,Alluvial Soil,high,Average,Low,Medium,2634.523975,2758.6
Potato,Whole Year ,Gujarat,44600.0,Alluvial Soil,high,Low,Low,Medium,2606.292814,3313.7
Ragi,Kharif     ,Gujarat,21700.0,Alluvial Soil,high,Average,Low,Low,2771.056205,1889.6
Rice,Kharif     ,Gujarat,648300.0,Alluvial Soil,low,Low,Medium,Low,2383.752606,3279.5
Rice,Summer     ,Gujarat,24600.0,Alluvial Soil,high,Average,Medium,Low,2713.751333,3251.3
Sugarcane,Whole Year ,Gujarat,213200.0,Laterile Soil,high,Low,High,Low,2293.20128,2952.1
Wheat,Rabi       ,Gujarat,858800.0,Laterile Soil,high,High,High,High,2076.859775,3244.5
Cotton(lint),Kharif     ,Haryana,583779.0,Black Soil,low,Low,Low,High,2110.681487,3358.9
Groundnut,Kharif     ,Haryana,3784.0,Laterile Soil,low,Average,Medium,Medium,2061.366863,3090.1
Onion,Whole Year ,Haryana,4044.0,Laterile Soil,high,Average,Low,High,2802.87579,3119.8
Potato,Whole Year ,Haryana,12597.0,Red/Yellow Soil,low,Average,Low,Medium,2045.627947,3213.7
Rice,Kharif     ,Haryana,1046588.0,Alluvial Soil,high,Average,High,High,2582.211652,2929.2
Sugarcane,Whole Year ,Haryana,129223.0,Alluvial Soil,high,Average,Low,High,2420.222742,2849.4
Wheat,Rabi       ,Haryana,2302682.0,Laterile Soil,low,Low,High,High,2469.205428,2522.0
Cotton(lint),Kharif     ,Himachal Pradesh,53.0,Black Soil,high,Low,Medium,Low,2909.082189,3327.8
Groundnut,Kharif     ,Himachal Pradesh,63.0,Alluvial Soil,low,Average,Medium,High,2368.47179,3790.3
Onion,Rabi       ,Himachal Pradesh,829.0,Laterile Soil,low,High,High,High,2683.480468,3897.5
Potato,Whole Year ,Himachal Pradesh,14012.0,Laterile Soil,high,Average,Medium,Medium,2511.269005,3663.7
Ragi,Kharif     ,Himachal Pradesh,3323.0,Alluvial Soil,low,Low,Low,High,2454.394328,3123.5
Rice,Kharif     ,Himachal Pradesh,79366.0,Alluvial Soil,high,High,Low,Low,3189.990737,4000.2
Sugarcane,Whole Year ,Himachal Pradesh,2589.0,Red/Yellow Soil,high,Average,Medium,Medium,2067.597476,3588.6
Wheat,Rabi       ,Himachal Pradesh,358453.0,Alluvial Soil,low,Low,High,High,2886.739551,3027.7
Cotton(lint),Kharif     ,Madhya Pradesh,596392.0,Black Soil,high,Average,High,Medium,2696.92197,3921.0
Groundnut,Kharif     ,Madhya Pradesh,204793.0,Laterile Soil,low,High,Medium,Medium,2356.142502,3485.1
Onion,Whole Year ,Madhya Pradesh,37656.0,Alluvial Soil,low,High,Low,Low,2988.795555,3606.8
Potato,Whole Year ,Madhya Pradesh,45967.0,Alluvial Soil,low,Low,Low,High,1945.566966,3192.7
Ragi,Kharif     ,Madhya Pradesh,421.0,Laterile Soil,high,Low,Low,High,2343.470003,3071.5
Rice,Kharif     ,Madhya Pradesh,1700446.0,Alluvial Soil,low,High,Medium,Low,2137.455339,2427.5
Sugarcane,Whole Year ,Madhya Pradesh,51620.0,Alluvial Soil,low,Average,High,High,2623.625039,2752.3
Wheat,Rabi       ,Madhya Pradesh,3772615.0,Laterile Soil,high,Low,Medium,Medium,2166.08077,2359.4
Cotton(lint),Kharif     ,Maharashtra,2875000.0,Black Soil,low,Low,Low,High,2629.919184,3127.4
Groundnut,Kharif     ,Maharashtra,336700.0,Laterile Soil,low,Average,High,High,2444.069075,3596.6
Groundnut,Summer     ,Maharashtra,104600.0,Laterile Soil,low,High,High,Medium,2356.193817,2754.0
Ragi,Kharif     ,Maharashtra,135800.0,Red/Yellow Soil,high,Low,Medium,Medium,2616.594174,1873.0
Rice,Kharif     ,Maharashtra,1473700.0,Alluvial Soil,high,Average,High,Medium,2419.413513,2836.3
Rice,Summer     ,Maharashtra,38800.0,Alluvial Soil,high,Average,Medium,High,2173.409547,3086.7
Sugarcane,Whole Year ,Maharashtra,500700.0,Red/Yellow Soil,low,Average,Medium,Medium,3340.411897,3515.4
Wheat,Rabi       ,Maharashtra,932800.0,Laterile Soil,high,Average,Medium,Low,2353.849845,3063.0
Cotton(lint),Kharif     ,Mizoram,308.0,Black Soil,low,Low,Low,High,1834.717276,3103.3
Groundnut,Kharif     ,Mizoram,10.0,Laterile Soil,low,High,Medium,Medium,2247.370393,2885.6
Potato,Whole Year ,Mizoram,953.0,Laterile Soil,low,High,Low,Low,2119.816993,2509.2
Rice,Whole Year ,Mizoram,56460.0,Alluvial Soil,high,Average,Medium,Low,2747.843685,2724.3
Sugarcane,Whole Year ,Mizoram,1383.0,Red/Yellow Soil,low,Average,Medium,Medium,2596.495798,3124.7
Groundnut,Kharif     ,Nagaland,340.0,Red/Yellow Soil,high,Low,Low,Low,2619.613841,2698.9
Rice,Kharif     ,Nagaland,155500.0,Alluvial Soil,low,Low,High,Low,2388.99326,3814.5
Rice,Rabi       ,Nagaland,900.0,Alluvial Soil,high,Average,High,Medium,2416.194926,2583.6
Sugarcane,Rabi       ,Nagaland,270.0,Red/Yellow Soil,low,Average,Medium,High,2388.720669,2968.5
Sugarcane,Whole Year ,Nagaland,4150.0,Red/Yellow Soil,low,Low,Low,Medium,2475.642045,2127.7
Wheat,Rabi       ,Nagaland,1200.0,Alluvial Soil,high,Average,High,Low,2750.600031,2635.0
Cotton(lint),Kharif     ,Punjab,557000.0,Black Soil,high,Low,Medium,Low,2600.822624,3293.0
Groundnut,Kharif     ,Punjab,3400.0,Red/Yellow Soil,high,High,High,High,2650.033849,2771.5
Rice,Kharif     ,Punjab,2642000.0,Alluvial Soil,high,Low,Medium,Medium,2649.867672,3568.0
Sugarcane,Whole Year ,Punjab,85000.0,Laterile Soil,high,Average,Low,Low,2765.332731,2954.6
Wheat,Rabi       ,Punjab,3468000.0,Laterile Soil,high,High,Medium,High,2586.445012,2840.4
Cotton(lint),Kharif     ,Tripura,1143.0,Black Soil,high,Low,Medium,Low,2607.654422,3480.9
Groundnut,Kharif     ,Tripura,616.0,Laterile Soil,low,Average,High,High,2856.641872,3179.8
Groundnut,Rabi       ,Tripura,290.0,Red/Yellow Soil,low,High,High,Medium,2300.486225,2766.0
Rice,Kharif     ,Tripura,253067.0,Alluvial Soil,low,Average,Medium,Medium,2243.277226,2920.7
Sugarcane,Whole Year ,Tripura,874.0,Alluvial Soil,low,High,Medium,High,2144.22352,3027.2
Wheat,Rabi       ,Tripura,1750.0,Alluvial Soil,high,Average,High,Low,2554.874369,3234.7
Groundnut,Kharif     ,Uttarakhand,1692.0,Red/Yellow Soil,low,Low,Low,Medium,1943.880328,2912.1
Onion,Whole Year ,Uttarakhand,1996.0,Alluvial Soil,high,Low,High,Low,2638.646229,3133.2
Potato,Whole Year ,Uttarakhand,15736.0,Red/Yellow Soil,low,High,High,High,2467.242072,2395.4
Ragi,Kharif     ,Uttarakhand,124379.0,Alluvial Soil,low,Low,High,Low,2840.39191,2537.2
Rice,Kharif     ,Uttarakhand,275459.0,Alluvial Soil,high,Low,High,Low,2298.424807,2842.3
Rice,Summer     ,Uttarakhand,8971.0,Alluvial Soil,low,Average,Low,High,2439.004514,2985.9
Sugarcane,Whole Year ,Uttarakhand,107748.0,Red/Yellow Soil,low,Average,Low,High,2836.661,3615.7
Wheat,Rabi       ,Uttarakhand,379237.0,Red/Yellow Soil,low,High,Low,High,2914.940694,3482.2
Onion,Rabi       ,Jharkhand,1724.12,Red/Yellow Soil,low,Average,Low,High,2295.95429,3468.5
Potato,Rabi       ,Jharkhand,13345.34,Laterile Soil,low,Average,Low,Low,2554.53437,3053.1
Potato,Winter     ,Jharkhand,16504.2,Red/Yellow Soil,high,Average,Medium,Low,2588.325693,2716.6
Ragi,Autumn     ,Jharkhand,27846.26,Red/Yellow Soil,high,High,High,Medium,2612.096022,3778.1
Rice,Autumn     ,Jharkhand,149362.86,Alluvial Soil,high,High,High,Low,2421.227302,3825.2
Rice,Winter     ,Jharkhand,954735.25,Alluvial Soil,low,Low,Medium,Low,2884.415019,3018.4
Sugarcane,Whole Year ,Jharkhand,130.68,Alluvial Soil,low,High,Low,Low,1933.088955,3524.0
Wheat,Rabi       ,Jharkhand,50326.23,Red/Yellow Soil,low,High,High,Low,2373.66093,2757.5
Ragi,Kharif     ,Bihar,14328.0,Red/Yellow Soil,high,Low,Medium,Medium,2634.37922,2082.0
Rice,Autumn     ,Bihar,517983.0,Alluvial Soil,low,High,High,High,2637.167444,769.0
Rice,Summer     ,Bihar,109436.0,Alluvial Soil,low,Low,High,Low,2905.827709,784.0
Rice,Winter     ,Bihar,2736591.0,Alluvial Soil,low,Low,Low,High,2859.467618,837.9
Wheat,Rabi       ,Bihar,2076727.0,Red/Yellow Soil,low,High,Medium,High,2414.337512,603.5
Cotton(lint),Kharif     ,Chhattisgarh,97.0,Black Soil,high,High,Low,Low,2889.961373,537.8
Groundnut,Kharif     ,Chhattisgarh,33083.0,Laterile Soil,low,Low,Medium,High,2285.787477,744.3
Onion,Whole Year ,Chhattisgarh,4484.0,Red/Yellow Soil,high,Average,Low,Medium,2779.266215,815.1
Potato,Kharif     ,Chhattisgarh,1781.0,Red/Yellow Soil,low,Low,Medium,Medium,3043.156744,722.0
Potato,Rabi       ,Chhattisgarh,9513.0,Red/Yellow Soil,low,High,Low,Low,2864.483232,755.2
Ragi,Kharif     ,Chhattisgarh,9296.0,Laterile Soil,low,High,High,Low,2531.731115,915.2
Rice,Kharif     ,Chhattisgarh,3905319.0,Alluvial Soil,low,High,Low,Medium,2400.466368,544.3
Sugarcane,Whole Year ,Chhattisgarh,7991.0,Alluvial Soil,low,Low,High,Low,2041.422611,764.9
Wheat,Rabi       ,Chhattisgarh,93213.0,Red/Yellow Soil,high,Low,Medium,Medium,2593.161891,732.5
Potato,Whole Year ,Delhi,55.0,Laterile Soil,high,Low,Low,Medium,2165.434832,1039.0
Rice,Kharif     ,Delhi,7381.0,Alluvial Soil,high,Average,Medium,High,2262.059601,908.1
Sugarcane,Whole Year ,Delhi,4.0,Alluvial Soil,low,High,Low,High,2142.77626,1072.4
Wheat,Rabi       ,Delhi,17884.0,Laterile Soil,low,High,Medium,Medium,2361.8823,938.2
Banana,Whole Year ,Gujarat,26600.0,Alluvial Soil,high,Average,Medium,High,2491.609176,438.0
Cotton(lint),Kharif     ,Gujarat,2372100.0,Black Soil,low,Average,High,Medium,2582.084374,879.1
Groundnut,Kharif     ,Gujarat,1752400.0,Red/Yellow Soil,high,Low,Medium,Medium,2319.848009,600.3
Groundnut,Summer     ,Gujarat,100100.0,Laterile Soil,high,Low,Medium,High,2820.785112,734.3
Onion,Whole Year ,Gujarat,43300.0,Red/Yellow Soil,high,Low,High,Medium,2437.538423,805.2
Potato,Whole Year ,Gujarat,51700.0,Laterile Soil,low,Average,Medium,Low,2263.68327,680.9
Ragi,Kharif     ,Gujarat,20400.0,Laterile Soil,high,High,Low,High,2567.88768,748.2
Rice,Kharif     ,Gujarat,655600.0,Alluvial Soil,high,Average,Medium,Medium,3089.06585,661.8
Rice,Summer     ,Gujarat,33700.0,Alluvial Soil,low,Low,Low,High,2600.54817,787.1
Sugarcane,Whole Year ,Gujarat,216100.0,Alluvial Soil,high,Average,Low,Low,2391.143312,925.2
Wheat,Rabi       ,Gujarat,1072300.0,Red/Yellow Soil,low,High,Medium,High,2041.761593,831.7
Cotton(lint),Kharif     ,Haryana,527693.0,Black Soil,low,Low,High,High,2434.176304,690.4
Groundnut,Kharif     ,Haryana,1654.0,Laterile Soil,low,Low,Low,Low,2570.478438,929.1
Onion,Whole Year ,Haryana,2543.0,Alluvial Soil,low,Low,Low,Low,2383.725733,1132.4
Potato,Whole Year ,Haryana,12826.0,Red/Yellow Soil,low,Average,High,Medium,2000.384609,1045.1
Rice,Kharif     ,Haryana,1042036.0,Alluvial Soil,low,Low,High,Low,2244.830383,1152.4
Sugarcane,Whole Year ,Haryana,140563.0,Laterile Soil,low,Low,Medium,High,2936.361538,858.3
Wheat,Rabi       ,Haryana,2377067.0,Red/Yellow Soil,high,Average,High,Low,2930.200301,819.0
Cotton(lint),Kharif     ,Himachal Pradesh,55.0,Black Soil,high,Average,High,High,2234.008249,735.6
Groundnut,Kharif     ,Himachal Pradesh,105.0,Red/Yellow Soil,high,High,Low,High,2701.827036,914.4
Onion,Rabi       ,Himachal Pradesh,893.0,Alluvial Soil,high,Average,Medium,High,2146.428165,1126.3
Potato,Whole Year ,Himachal Pradesh,12687.0,Alluvial Soil,high,Low,Medium,Low,2921.294885,821.9
Ragi,Kharif     ,Himachal Pradesh,2950.0,Red/Yellow Soil,low,Low,Low,Low,2573.570754,893.2
Rice,Kharif     ,Himachal Pradesh,79206.0,Alluvial Soil,low,Average,Medium,Low,2784.89245,774.3
Sugarcane,Whole Year ,Himachal Pradesh,3019.0,Red/Yellow Soil,high,Average,Low,Low,1985.471996,941.3
Wheat,Rabi       ,Himachal Pradesh,362245.0,Alluvial Soil,high,High,Low,Medium,2703.291131,993.2
Banana,Whole Year ,Madhya Pradesh,14836.0,Laterile Soil,high,Average,High,Medium,2497.697781,1086.0
Cotton(lint),Kharif     ,Madhya Pradesh,629739.0,Black Soil,low,Average,Medium,High,2755.578721,793.4
Groundnut,Kharif     ,Madhya Pradesh,197231.0,Laterile Soil,low,High,Medium,High,2774.460339,1103.6
Onion,Whole Year ,Madhya Pradesh,37825.0,Alluvial Soil,high,Average,Low,Low,2519.735407,905.7
Potato,Whole Year ,Madhya Pradesh,48540.0,Laterile Soil,high,High,Medium,High,2319.751108,1016.3
Rice,Kharif     ,Madhya Pradesh,1674013.0,Alluvial Soil,high,Average,Medium,High,2733.908855,953.7
Sugarcane,Whole Year ,Madhya Pradesh,61085.0,Alluvial Soil,low,Low,High,Medium,2481.95365,932.6
Wheat,Rabi       ,Madhya Pradesh,4262382.0,Laterile Soil,low,High,High,High,2238.164514,797.0
Cotton(lint),Kharif     ,Maharashtra,3106900.0,Black Soil,high,Low,High,High,2223.954331,683.3
Groundnut,Kharif     ,Maharashtra,341600.0,Laterile Soil,high,Average,Low,Medium,2056.850675,893.6
Groundnut,Summer     ,Maharashtra,108100.0,Alluvial Soil,high,Average,Low,Low,2346.912652,985.1
Ragi,Kharif     ,Maharashtra,136000.0,Red/Yellow Soil,high,Low,High,Low,2830.807614,981.0
Rice,Kharif     ,Maharashtra,1491300.0,Alluvial Soil,high,Low,Low,High,2553.34894,1233.8
Rice,Summer     ,Maharashtra,38000.0,Alluvial Soil,high,Low,Low,Medium,2341.069688,849.8
Sugarcane,Whole Year ,Maharashtra,848800.0,Red/Yellow Soil,high,High,Low,Medium,2741.456781,1054.1
Wheat,Rabi       ,Maharashtra,1230800.0,Red/Yellow Soil,high,Low,Medium,High,2250.257013,1118.9
Cotton(lint),Kharif     ,Nagaland,200.0,Black Soil,high,Average,Medium,Medium,2528.605082,885.9
Groundnut,Kharif     ,Nagaland,950.0,Alluvial Soil,low,High,Medium,Low,2446.110888,1070.5
Potato,Kharif     ,Nagaland,3500.0,Laterile Soil,high,High,Medium,Medium,2733.739188,899.0
Rice,Kharif     ,Nagaland,163680.0,Alluvial Soil,low,High,Low,Low,2026.831489,899.9
Rice,Rabi       ,Nagaland,1000.0,Alluvial Soil,low,Low,Low,Low,2244.940676,945.7
Sugarcane,Rabi       ,Nagaland,290.0,Laterile Soil,low,Low,Low,Low,2008.526302,790.7
Sugarcane,Whole Year ,Nagaland,4500.0,Alluvial Soil,low,High,Low,Low,2422.120983,837.3
Wheat,Rabi       ,Nagaland,1500.0,Laterile Soil,low,Average,Low,Low,2863.428251,913.0
Cotton(lint),Kharif     ,Punjab,604000.0,Black Soil,high,Low,Medium,Medium,2348.365837,824.0
Groundnut,Kharif     ,Punjab,4400.0,Red/Yellow Soil,high,Low,High,High,2346.794819,984.1
Rice,Kharif     ,Punjab,2621000.0,Alluvial Soil,low,Average,Low,High,2761.517327,941.4
Wheat,Rabi       ,Punjab,3467000.0,Red/Yellow Soil,low,Average,Low,Medium,2820.564868,773.2
Cotton(lint),Kharif     ,Tripura,1148.0,Black Soil,low,Low,Low,High,2473.42868,519.9
Groundnut,Kharif     ,Tripura,412.0,Laterile Soil,low,Low,Medium,Medium,2705.414456,980.6
Groundnut,Rabi       ,Tripura,187.0,Red/Yellow Soil,high,Average,High,Low,2176.913638,911.8
Rice,Kharif     ,Tripura,250939.0,Alluvial Soil,low,Average,Medium,Medium,2913.3923,1040.7
Sugarcane,Whole Year ,Tripura,869.0,Alluvial Soil,high,High,Low,Low,3144.611888,1025.8
Wheat,Rabi       ,Tripura,970.0,Laterile Soil,high,Low,Medium,Medium,2656.364737,947.2
Banana,Whole Year ,Uttar Pradesh,2002.0,Alluvial Soil,high,Average,Medium,Medium,1874.700514,883.6
Cotton(lint),Kharif     ,Uttar Pradesh,5174.0,Black Soil,high,High,Low,Medium,2332.530921,1026.8
Groundnut,Kharif     ,Uttar Pradesh,100483.0,Red/Yellow Soil,low,Low,Medium,Low,2683.847597,939.5
Onion,Rabi       ,Uttar Pradesh,7525.0,Red/Yellow Soil,high,Average,Low,Low,2373.555101,929.8
Onion,Summer     ,Uttar Pradesh,13173.0,Alluvial Soil,high,Average,Medium,Low,2881.659566,751.9
Potato,Rabi       ,Uttar Pradesh,469301.0,Red/Yellow Soil,low,Low,High,High,2676.447179,918.8
Rice,Kharif     ,Uttar Pradesh,5902577.0,Alluvial Soil,low,High,Low,Medium,2288.05735,779.9
Rice,Summer     ,Uttar Pradesh,18175.0,Alluvial Soil,high,High,Medium,High,2509.679443,656.1
Sugarcane,Kharif     ,Uttar Pradesh,2246520.0,Alluvial Soil,high,Average,High,Low,2231.850034,644.1
Wheat,Rabi       ,Uttar Pradesh,9197642.0,Alluvial Soil,high,High,High,Medium,2445.224536,807.6
Groundnut,Kharif     ,Uttarakhand,1749.0,Laterile Soil,high,High,Medium,Low,2333.622028,976.6
Onion,Whole Year ,Uttarakhand,2116.0,Alluvial Soil,high,Average,Medium,Low,2852.42854,816.6
Potato,Kharif     ,Uttarakhand,8274.0,Red/Yellow Soil,low,High,High,Medium,3134.803617,1022.5
Potato,Rabi       ,Uttarakhand,7099.0,Alluvial Soil,high,High,Low,Low,2070.6435,880.5
Ragi,Kharif     ,Uttarakhand,125640.0,Alluvial Soil,high,High,High,Low,1923.035114,791.3
Rice,Kharif     ,Uttarakhand,273662.0,Alluvial Soil,low,High,High,Medium,2426.448273,1019.8
Rice,Rabi       ,Uttarakhand,9923.0,Alluvial Soil,high,Low,Medium,Medium,2044.47529,1021.5
Sugarcane,Whole Year ,Uttarakhand,118869.0,Laterile Soil,high,Low,Low,High,2513.863481,776.4
Wheat,Rabi       ,Uttarakhand,377870.0,Laterile Soil,low,Low,Medium,Low,2724.680834,975.2
Onion,Rabi       ,Jharkhand,2914.72,Alluvial Soil,low,Average,Medium,Low,2948.242569,1000.9
Potato,Rabi       ,Jharkhand,13341.72,Alluvial Soil,high,High,Medium,Low,2560.418368,1101.1
Potato,Winter     ,Jharkhand,20693.26,Red/Yellow Soil,high,Low,Low,Medium,2442.053433,965.7
Ragi,Autumn     ,Jharkhand,32829.89,Laterile Soil,high,Average,High,Low,1906.484525,701.6
Rice,Autumn     ,Jharkhand,183635.05,Alluvial Soil,low,Low,High,High,2507.855545,785.1
Rice,Winter     ,Jharkhand,995583.37,Alluvial Soil,high,Low,Medium,Low,2521.386178,740.3
